856cc4c237add46510c8ae91764f4eda31a9e1cf|||||DYNAMIC_CONTENT_UPDATED|||||drivers/infiniband/sw/rdmavt/qp.c|||||70@@WARN_ON qp -> s_avail > ( qp -> s_size - 1 )|||||70@@WARN_ON qp -> s_avail > ( qp -> s_size - 1 - rdi -> dparms . reserved_operations )
ea5ec9fc9eb8bb1eed5ff12dcec328dec918664f|||||STATIC_CONTENT_UPDATED+DYNAMIC_CONTENT_UPDATED|||||drivers/net/ethernet/ti/cpts.c|||||70@@pr_debug "cpts overflow check at %lld.%09lu\n" ts . tv_sec ts . tv_nsec|||||70@@pr_debug "cpts overflow check at %lld.%09ld\n" ( long long ) ts . tv_sec ts . tv_nsec
13ac695e7ea16cb27b804fadf2ff569dbcab6af1|||||STATIC_CONTENT_UPDATED+DYNAMIC_CONTENT_UPDATED|||||drivers/net/ethernet/hisilicon/hns/hns_enet.c|||||70@@netdev_info priv -> netdev "Reset %s port\n" ( type == HNAE_PORT_DEBUG "debug" "business" )|||||70@@netdev_info priv -> netdev "try to reset %s port!\n" ( type == HNAE_PORT_DEBUG "debug" "service" )
13ac695e7ea16cb27b804fadf2ff569dbcab6af1|||||LOGGING_FUNCTION_UPDATED|||||drivers/net/ethernet/hisilicon/hns/hns_enet.c|||||70@@assert ! test_bit NIC_STATE_SERVICE_SCHED & priv -> state|||||70@@WARN_ON ! test_bit NIC_STATE_SERVICE_SCHED & priv -> state
61caf3d109f5411a7f5b433f1eb73ead7e0789fa|||||STATIC_CONTENT_UPDATED+DYNAMIC_CONTENT_UPDATED|||||net/batman-adv/multicast.c|||||70@@batadv_dbg BATADV_DBG_MCAST bat_priv "Changing multicast flags from '%s' to '[%c%c%c]'\n" old_enabled str_old_flags "<undefined>" ( flags & BATADV_MCAST_WANT_ALL_UNSNOOPABLES ) 'U' '.' ( flags & BATADV_MCAST_WANT_ALL_IPV4 ) '4' '.' ( flags & BATADV_MCAST_WANT_ALL_IPV6 ) '6' '.'|||||70@@batadv_dbg BATADV_DBG_MCAST bat_priv "Changing multicast flags from '%s' to '[%c%c%c%s%s]'\n" old_enabled str_old_flags "<undefined>" ( flags & BATADV_MCAST_WANT_ALL_UNSNOOPABLES ) 'U' '.' ( flags & BATADV_MCAST_WANT_ALL_IPV4 ) '4' '.' ( flags & BATADV_MCAST_WANT_ALL_IPV6 ) '6' '.' ! ( flags & BATADV_MCAST_WANT_NO_RTR4 ) "R4" ". " ! ( flags & BATADV_MCAST_WANT_NO_RTR6 ) "R6" ". "
9170fb409437b246078bcad3f1481d32dfe2ca28|||||STATIC_CONTENT_UPDATED|||||arch/x86/kernel/fpu/xstate.c|||||70@@pr_info "x86/fpu: Legacy x87 FPU detected.\n"|||||70@@pr_info "x86/fpu: No FPU detected\n"
fb70e9f5bd4b9d00e6a3e3946a9ed46bb4babd8c|||||DYNAMIC_CONTENT_UPDATED|||||drivers/staging/wilc1000/linux_wlan.c|||||70@@PRINT_D INIT_DBG "Entry[%d]: %x:%x:%x:%x:%x:%x\n" i gau8MulticastMacAddrList ][i ][0 gau8MulticastMacAddrList ][i ][1 gau8MulticastMacAddrList ][i ][2 gau8MulticastMacAddrList ][i ][3 gau8MulticastMacAddrList ][i ][4 gau8MulticastMacAddrList ][i ][5|||||70@@PRINT_D INIT_DBG "Entry[%d]: %x:%x:%x:%x:%x:%x\n" i multicast_mac_addr_list ][i ][0 multicast_mac_addr_list ][i ][1 multicast_mac_addr_list ][i ][2 multicast_mac_addr_list ][i ][3 multicast_mac_addr_list ][i ][4 multicast_mac_addr_list ][i ][5
e8bfe868cf2cf364f3f52df8fa01aa6d28927aaf|||||LOGGING_FUNCTION_UPDATED+DYNAMIC_CONTENT_UPDATED|||||drivers/bluetooth/hci_bcm.c|||||70@@bt_dev_warn dev "%s: Overwriting IRQ polarity to active low" dmi_id -> ident|||||70@@dev_warn dev -> dev "%s: Overwriting IRQ polarity to active low" dmi_id -> ident
f5f0a68e00688311fe9104fa32422e4e27ae8d3b|||||LOGGING_FUNCTION_UPDATED+STATIC_CONTENT_UPDATED|||||drivers/gpu/drm/arm/display/komeda/d71/d71_component.c|||||70@@DRM_DEBUG "Detect D71_improc.\n"|||||70@@DRM_ERROR "Failed to add improc component\n"
f5f0a68e00688311fe9104fa32422e4e27ae8d3b|||||LOGGING_FUNCTION_UPDATED+STATIC_CONTENT_UPDATED|||||drivers/gpu/drm/arm/display/komeda/d71/d71_component.c|||||70@@DRM_DEBUG "Detect D71_timing_ctrlr.\n"|||||70@@DRM_ERROR "Failed to add display_ctrl component\n"
