STK_INFO|||||pr_info|||||70@@STK_INFO "OmniVision sensor detected, id %02X%02X at address %x\n" idh idl SENSOR_ADDRESS|||||70@@pr_info "OmniVision sensor detected, id %02X%02X at address %x\n" idh idl SENSOR_ADDRESS
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Unsupported mode %d\n" dev -> vsettings . mode|||||70@@pr_err "Unsupported mode %d\n" dev -> vsettings . mode
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Unsupported colorspace\n"|||||70@@pr_err "Unsupported colorspace\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Sensor resetting failed\n"|||||70@@pr_err "Sensor resetting failed\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Strange error reading sensor ID\n"|||||70@@pr_err "Strange error reading sensor ID\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Huh? you don't have a sensor from ovt\n"|||||70@@pr_err "Huh? you don't have a sensor from ovt\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Could not read sensor model\n"|||||70@@pr_err "Could not read sensor model\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "stk_sensor_set_hw failed (VGA)\n"|||||70@@pr_err "stk_sensor_set_hw failed (VGA)\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "stk_sensor_outb failed, status=0x%02x\n" tmpval|||||70@@pr_err "stk_sensor_outb failed, status=0x%02x\n" tmpval
STK_ERROR|||||pr_err|||||70@@STK_ERROR "stk_sensor_inb failed, status=0x%02x\n" tmpval|||||70@@pr_err "stk_sensor_inb failed, status=0x%02x\n" tmpval
STK_INFO|||||pr_info|||||70@@STK_INFO "Syntek USB2.0 Camera release resources device %s\n" video_device_node_name & dev -> vdev|||||70@@pr_info "Syntek USB2.0 Camera release resources device %s\n" video_device_node_name & dev -> vdev
STK_ERROR|||||pr_err|||||70@@STK_ERROR "FIXME: Buffers are not allocated\n"|||||70@@pr_err "FIXME: Buffers are not allocated\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "usb_set_interface failed !\n"|||||70@@pr_err "usb_set_interface failed !\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "error awaking the sensor\n"|||||70@@pr_err "error awaking the sensor\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "isoc_handler called with NULL device !\n"|||||70@@pr_err "isoc_handler called with NULL device !\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "isoc_handler: urb->status == %d\n" urb -> status|||||70@@pr_err "isoc_handler: urb->status == %d\n" urb -> status
STK_ERROR|||||pr_err_ratelimited|||||70@@STK_ERROR "isoc_handler without available buffer!\n"|||||70@@pr_err_ratelimited "isoc_handler without available buffer!\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Error (%d) re-submitting urb in stk_isoc_handler.\n" ret|||||70@@pr_err "Error (%d) re-submitting urb in stk_isoc_handler\n" ret
STK_ERROR|||||pr_err|||||70@@STK_ERROR "isobufs already allocated. Bad\n"|||||70@@pr_err "isobufs already allocated. Bad\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Unable to allocate iso buffers\n"|||||70@@pr_err "Unable to allocate iso buffers\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "sio_bufs already allocated\n"|||||70@@pr_err "sio_bufs already allocated\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "BUG: No siobufs ready\n"|||||70@@pr_err "BUG: No siobufs ready\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "ERROR: mode invalid\n"|||||70@@pr_err "ERROR: mode invalid\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Something is broken in %s\n" __func__|||||70@@pr_err "Something is broken in %s\n" __func__
STK_ERROR|||||pr_err|||||70@@STK_ERROR "We are leaking memory\n"|||||70@@pr_err "We are leaking memory\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "v4l registration failed\n"|||||70@@pr_err "v4l registration failed\n"
STK_INFO|||||pr_info|||||70@@STK_INFO "Syntek USB2.0 Camera is now controlling device %s\n" video_device_node_name & dev -> vdev|||||70@@pr_info "Syntek USB2.0 Camera is now controlling device %s\n" video_device_node_name & dev -> vdev
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Out of memory !\n"|||||70@@pr_err "Out of memory !\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Could not find isoc-in endpoint"|||||70@@pr_err "Could not find isoc-in endpoint\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "error awaking the sensor\n"|||||70@@pr_err "error awaking the sensor\n"
STK_ERROR|||||pr_err_ratelimited|||||70@@STK_ERROR "Frame buffer overflow, lost sync\n"|||||70@@pr_err_ratelimited "Frame buffer overflow, lost sync\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "isobuf data already allocated\n"|||||70@@pr_err "isobuf data already allocated\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "Killing URB\n"|||||70@@pr_err "Killing URB\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "usb_set_interface failed !\n"|||||70@@pr_err "usb_set_interface failed !\n"
STK_ERROR|||||pr_err|||||70@@STK_ERROR "error suspending the sensor\n"|||||70@@pr_err "error suspending the sensor\n"
