84d4911b7184dfa911ea089c2d6728b994de6cd9|||||DELETED|||||drivers/net/wireless/ath/ath10k/wmi.c|||||70@@ath10k_dbg ar ATH10K_DBG_WMI "WMI_ECHO_EVENTID\n"|||||103973|||||104022
13ac695e7ea16cb27b804fadf2ff569dbcab6af1|||||DELETED|||||drivers/net/ethernet/hisilicon/hns/hns_enet.c|||||70@@assert skb_shinfo skb -> nr_frags == 1|||||3474|||||3512
ab96746aaa344fb720a198245a837e266fad3b62|||||DELETED|||||drivers/iommu/intel-iommu.c|||||70@@printk KERN_INFO "Intel-IOMMU: enable pre-production PASID support\n"|||||16642|||||16711
7bd903c5ca47fde5ad52370a47776491813c772e|||||DELETED|||||drivers/dma/dmaengine.c|||||70@@pr_debug "%s: failed to get %s: (%d)\n" __func__ dma_chan_name chan err|||||15545|||||15616
f0eb77ae6b857bf8118f7a8ee0a8ba076feed70d|||||DELETED|||||drivers/pci/access.c|||||70@@pci_warn dev "invalid large VPD tag %02x size at offset %zu" tag off + 1|||||9386|||||9458
f0eb77ae6b857bf8118f7a8ee0a8ba076feed70d|||||DELETED|||||drivers/pci/access.c|||||70@@pci_warn dev "invalid %s VPD tag %02x at offset %zu" ( header ][0 & PCI_VPD_LRDT ) "large" "short" tag off|||||9912|||||10018
f0eb77ae6b857bf8118f7a8ee0a8ba076feed70d|||||DELETED|||||drivers/pci/access.c|||||70@@pci_warn dev "VPD access failed.  This is likely a firmware bug on this device.  Contact the card vendor for a firmware update\n"|||||10975|||||11104
6d39b83f13d9e0b24edc9a25022d260a8eb6bfa3|||||DELETED|||||drivers/gpu/drm/nouveau/nvkm/engine/fifo/gk104.c|||||70@@nvkm_debug subdev "%d PBDMA unit(s)\n" fifo -> spoon_nr|||||19940|||||19995
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED|||||drivers/crypto/qat/qat_common/adf_ctl_drv.c|||||70@@pr_err "QAT: Device %d not found\n" ctl_data -> device_id|||||9353|||||9410
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED|||||drivers/crypto/qat/qat_dh895xcc/adf_drv.c|||||70@@dev_err & GET_DEV accel_dev "Failed to start QAT accel dev\n"|||||6509|||||6570
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xcc/adf_isr.c|||||70@@dev_err & GET_DEV accel_dev "Failed to enable MSI-X IRQ(s)\n"|||||3326|||||3387
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xcc/adf_isr.c|||||70@@dev_info & GET_DEV accel_dev "Too many ints from VF%d\n" vf_info -> vf_nr + 1|||||4931|||||5008
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xcc/adf_isr.c|||||70@@dev_dbg & GET_DEV accel_dev "qat_dev%d spurious AE interrupt\n" accel_dev -> accel_id|||||5263|||||5348
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xcc/adf_isr.c|||||70@@dev_err & GET_DEV accel_dev "failed to enable irq %d for %s\n" msixe ][i . vector name|||||6197|||||6283
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xcc/adf_isr.c|||||70@@dev_err & GET_DEV accel_dev "failed to enable irq %d, for %s\n" msixe ][i . vector name|||||6730|||||6817
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED|||||drivers/crypto/qat/qat_dh895xccvf/adf_drv.c|||||70@@dev_err & GET_DEV accel_dev "Failed to configure QAT accel dev\n"|||||6402|||||6467
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xccvf/adf_isr.c|||||70@@dev_err & GET_DEV accel_dev "Failed to enable MSI interrupts\n"|||||2895|||||2958
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xccvf/adf_isr.c|||||70@@dev_dbg & GET_DEV accel_dev "Restarting msg received from PF 0x%x\n" msg|||||3816|||||3888
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xccvf/adf_isr.c|||||70@@dev_dbg & GET_DEV accel_dev "Version resp received from PF 0x%x\n" msg|||||3972|||||4042
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xccvf/adf_isr.c|||||70@@dev_err & GET_DEV accel_dev "Unknown message from PF (0x%x); leaving PF2VF ints disabled\n" msg|||||4595|||||4690
1a72d3a6d1d9a08705546eba14f0390c565ccd24|||||DELETED_WITH_FILE|||||drivers/crypto/qat/qat_dh895xccvf/adf_isr.c|||||70@@dev_err & GET_DEV accel_dev "failed to enable irq for %s\n" accel_dev -> vf . irq_name|||||6588|||||6674
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_crtc.c|||||70@@dev_err fsl_dev -> dev "Disable CRTC failed\n"|||||1285|||||1331
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_crtc.c|||||70@@dev_err fsl_dev -> dev "Enable CRTC failed\n"|||||1431|||||1476
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_crtc.c|||||70@@dev_err fsl_dev -> dev "Enable CRTC failed\n"|||||1786|||||1831
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_crtc.c|||||70@@dev_err fsl_dev -> dev "Enable CRTC failed\n"|||||1931|||||1976
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_crtc.c|||||70@@dev_err fsl_dev -> dev "init DCU register failed\n"|||||6035|||||6086
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "set DCU_INT_STATUS failed\n"|||||1492|||||1540
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "read DCU_INT_MASK failed\n"|||||1613|||||1660
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "set DCU_INT_MASK failed\n"|||||1764|||||1810
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "set DCU_UPDATE_MODE failed\n"|||||1910|||||1959
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "set DCU_INT_STATUS failed\n"|||||3364|||||3412
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "set DCU_UPDATE_MODE failed\n"|||||3512|||||3561
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "read DCU_INT_MASK failed\n"|||||3829|||||3876
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "set DCU_INT_MASK failed\n"|||||3981|||||4027
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "read DCU_INT_MASK failed\n"|||||4297|||||4344
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_drv.c|||||70@@dev_err dev -> dev "set DCU_INT_MASK failed\n"|||||4448|||||4494
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_plane.c|||||70@@dev_err fsl_dev -> dev "read DCU_INT_MASK failed\n"|||||1818|||||1869
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_plane.c|||||70@@dev_err fsl_dev -> dev "set DCU register failed\n"|||||1979|||||2029
e291d2985b2f7d7e0eb0953d8812d3a06f111ec2|||||DELETED|||||drivers/gpu/drm/fsl-dcu/fsl_dcu_drm_plane.c|||||70@@dev_err fsl_dev -> dev "set DCU register failed\n"|||||4880|||||4930
af8d9129eced348c699cca73b1c52e3855df063e|||||DELETED|||||drivers/clocksource/timer-tegra20.c|||||70@@pr_err "Failed to register clocksource: %d\n" err|||||7861|||||7910
ca3bff70ab320a9132c5524c495455526df4b078|||||DELETED|||||drivers/char/hw_random/timeriomem-rng.c|||||70@@dev_err & pdev -> dev "period is less than one jiffy\n"|||||3651|||||3706
74707de3365a0ab1244e0253842e5b10d32c4a01|||||DELETED|||||drivers/gpu/drm/amd/display/dc/dcn10/dcn10_hw_sequencer.c|||||70@@dm_logger_write dc -> ctx -> logger LOG_DEBUG "Power gated front end %d\n" fe_idx|||||17071|||||17152
84ae017a00776486390e2c0cceb4f717c3f809c1|||||DELETED|||||net/sched/act_api.c|||||70@@pr_debug "tca_action_flush: failed skb alloc\n"|||||20279|||||20326
2d9deae4aedee2be2205e22440ac357c37013658|||||DELETED|||||drivers/net/dsa/mv88e6xxx.c|||||70@@netdev_dbg ds -> ports ][port "port state %d [%d]\n" state stp_state|||||27584|||||27652
df1cd63d6d112e4a1402166dacc411ccca9b09ac|||||DELETED|||||drivers/usb/serial/ftdi_sio.c|||||70@@dev_dbg ddev "%s Setting to CRTSCTS flow control\n" __func__|||||87993|||||88053
df1cd63d6d112e4a1402166dacc411ccca9b09ac|||||DELETED|||||drivers/usb/serial/ftdi_sio.c|||||70@@dev_err ddev "urb failed to clear flow control\n"|||||89658|||||89707
f04b514c0ce2f20aad757ebfb04e07b1a12d2b58|||||DELETED|||||net/sched/sch_taprio.c|||||70@@WARN_ONCE 1 "taprio: dequeue() called with unknown picos per byte."|||||13095|||||13162
2372a7d32b694e39bfac54d7f4dd7c0edb02d19e|||||DELETED|||||drivers/rtc/rtc-pcf2123.c|||||70@@dev_err & spi -> dev "Unable to create sysfs %s\n" pdata -> regs ][i . name|||||11130|||||11205
de18003328d1dcf845c451945461e55bb8801fd6|||||DELETED|||||drivers/gpu/drm/i915/i915_gem.c|||||70@@WARN_ON ! ggtt_view|||||77713|||||77732
de18003328d1dcf845c451945461e55bb8801fd6|||||DELETED|||||drivers/gpu/drm/i915/i915_gem_gtt.c|||||70@@WARN_ONCE 1 "GGTT view %u not implemented!\n" view -> type|||||97654|||||97712
b09c94a1b71c82385ffa5f3c913d7d6e14eaea3d|||||DELETED|||||drivers/staging/greybus/core.c|||||70@@dev_err gmod -> dev . parent "invalid module header size %zu\n" desc_size|||||4321|||||4394
b09c94a1b71c82385ffa5f3c913d7d6e14eaea3d|||||DELETED|||||drivers/staging/greybus/core.c|||||70@@dev_err hd -> parent "Manifest version too new (%hhu.%hhu > %hhu.%hhu)\n" manifest -> header . version_major manifest -> header . version_minor GREYBUS_VERSION_MAJOR GREYBUS_VERSION_MINOR|||||6926|||||7113
854502fa0a38dc77c9e855c95d239a8fd50a9b13|||||DELETED|||||drivers/gpu/drm/vkms/vkms_drv.c|||||70@@DRM_ERROR "Failed to init connector\n"|||||2920|||||2958
854502fa0a38dc77c9e855c95d239a8fd50a9b13|||||DELETED|||||drivers/gpu/drm/vkms/vkms_drv.c|||||70@@DRM_ERROR "Cannot setup simple display pipe\n"|||||3207|||||3253
6e25e641e99beb5c3f92defae0a4288beee972f1|||||DELETED|||||drivers/leds/leds-sunfire.c|||||70@@pr_err "Could not register FHC LED driver\n"|||||5456|||||5500
6e25e641e99beb5c3f92defae0a4288beee972f1|||||DELETED|||||drivers/leds/leds-sunfire.c|||||70@@pr_err "Could not register clock board LED driver\n"|||||5311|||||5363
c847dccfbdc198671e80cd81891ff7a255606aea|||||DELETED|||||fs/cifs/dir.c|||||70@@cifs_dbg FYI "sfu compat create special file\n"|||||18309|||||18356
f2b8ae0ec356dc28bba745168894e34455546e5b|||||DELETED|||||arch/microblaze/pci/pci-common.c|||||70@@pr_debug "PCI: Scanning PHB %s\n" of_node_full_name node|||||37387|||||37443
62f28738f1f87c5355fc09ba127665a3c353f7be|||||DELETED|||||drivers/gpu/drm/exynos/exynos5433_drm_decon.c|||||70@@DRM_DEBUG_KMS "%s\n" __FILE__|||||15187|||||15216
62f28738f1f87c5355fc09ba127665a3c353f7be|||||DELETED|||||drivers/gpu/drm/exynos/exynos7_drm_decon.c|||||70@@DRM_DEBUG_KMS "%s\n" __FILE__|||||2668|||||2697
62f28738f1f87c5355fc09ba127665a3c353f7be|||||DELETED|||||drivers/gpu/drm/exynos/exynos_drm_fimd.c|||||70@@DRM_DEBUG_KMS "%s\n" __FILE__|||||9349|||||9378
d4c08afafa0469a24771b14528ee179f72861ea3|||||DELETED|||||drivers/s390/net/qeth_core_main.c|||||70@@QETH_CARD_TEXT_ card 4 "srtot%i" cmd -> data . setadapterparms . hdr . used_total|||||119444|||||119525
d4c08afafa0469a24771b14528ee179f72861ea3|||||DELETED|||||drivers/s390/net/qeth_core_main.c|||||70@@QETH_CARD_TEXT_ card 4 "srseq%i" cmd -> data . setadapterparms . hdr . seq_no|||||119535|||||119612
d4c08afafa0469a24771b14528ee179f72861ea3|||||DELETED|||||drivers/s390/net/qeth_core_main.c|||||70@@QETH_CARD_TEXT card 2 "snmpnome"|||||120577|||||120609
215a6f05bcc18ffcd953a8527639ea1f571f4d81|||||DELETED|||||drivers/gpu/drm/amd/display/dc/dce/dce_link_encoder.c|||||70@@dm_logger_write init_data -> ctx -> logger LOG_I2C_AUX "Using channel: %s [%d]\n" DECODE_CHANNEL_ID init_data -> channel init_data -> channel|||||21596|||||21737
c606b4999b8b11600baabab6a18fb02d296569a3|||||DELETED|||||drivers/net/phy/dp83867.c|||||70@@phydev_err phydev "missing properties in device tree"|||||3470|||||3523
b76eb20bb0c6f4f9c2e1ad493f73c52817b8aaff|||||DELETED|||||drivers/lightnvm/core.c|||||70@@pr_err "nvm: target name already exists.\n"|||||18318|||||18361
b76eb20bb0c6f4f9c2e1ad493f73c52817b8aaff|||||DELETED|||||drivers/lightnvm/core.c|||||70@@lockdep_assert_held & nvm_lock|||||14302|||||14332
b76eb20bb0c6f4f9c2e1ad493f73c52817b8aaff|||||DELETED|||||drivers/lightnvm/core.c|||||70@@pr_err "nvm: target type %s not found\n" create -> tgttype|||||18162|||||18220
b76eb20bb0c6f4f9c2e1ad493f73c52817b8aaff|||||DELETED|||||drivers/lightnvm/core.c|||||70@@pr_err "nvm: target \"%s\" doesn't exist.\n" remove -> tgtname|||||20252|||||20314
18c0fb31a034023e5cb2d3c9c1320d5d47d91afe|||||DELETED|||||net/sunrpc/xprtrdma/transport.c|||||70@@dprintk "RPC:       %s: rpcrdma_marshal_req failed, status %i\n" __func__ rc|||||20100|||||20176
e7ab2d401dbf633eaafe5bd1f39e84492848668f|||||DELETED|||||drivers/scsi/cxlflash/main.c|||||70@@dev_err dev "%s: Allocate command buffers fail!\n" __func__|||||22977|||||23036
c720842e363e6549c122ecdcc8dee51f54c45898|||||DELETED_WITH_FILE|||||drivers/staging/iio/trigger/iio-trig-periodic-rtc.c|||||70@@dev_dbg & trig_info -> rtc -> dev "trigger frequency is %u\n" trig_info -> frequency|||||1132|||||1216
d9a183bfd29d44c927b3920ae49ba2f682793976|||||DELETED|||||drivers/i2c/muxes/i2c-arb-gpio-challenge.c|||||70@@dev_err dev "Error requesting our-claim-gpio\n"|||||4639|||||4686
d9a183bfd29d44c927b3920ae49ba2f682793976|||||DELETED|||||drivers/i2c/muxes/i2c-arb-gpio-challenge.c|||||70@@dev_err dev "Error getting their-claim-gpio\n"|||||4840|||||4886
b69c97373769eb3d0a2e0137d8f0f6df40becf04|||||DELETED|||||drivers/net/ethernet/hisilicon/hns3/hns3vf/hclgevf_main.c|||||70@@dev_err & hdev -> pdev -> dev "unsupported device type %d\n" hdev -> ae_dev -> dev_type|||||12446|||||12533
597bdeb4ab7396c43935eded15f82e3e100b3ff3|||||DELETED|||||tools/perf/tests/attr.c|||||70@@fprintf stderr " (omitted)"|||||4557|||||4584
597bdeb4ab7396c43935eded15f82e3e100b3ff3|||||DELETED|||||tools/perf/tests/llvm.c|||||70@@fprintf stderr " (use -v to see error message)"|||||2195|||||2242
